Unnamed: 0.1,Unnamed: 0,id,question,answerKey,choice_A,choice_B,choice_C,choice_D,split
888,888,AKDE&ED_2012_4_22,Many stars can be seen in the sky at night. Which statement best explains why the Sun appears brighter than the stars seen in the night sky?,C,The Sun is bigger than the stars seen in the night sky.,The Sun is smaller than the stars seen in the night sky.,The Sun is closer to Earth than the stars seen in the night sky.,The Sun is farther from Earth than the stars seen in the night sky.,train
889,889,MCAS_2005_5_15,"When a volcano erupts, lava flows out from the top. What type of rock is formed as the lava cools?",B,magma,igneous,sedimentary,metamorphic,train
890,890,MDSA_2007_8_19,"A toy car rolls at a constant speed down a straight inclined track. When the car reaches the flat surface at the base of the inclined track, the speed of the car decreases. Which statement best explains why the speed of the car decreases when it reaches the flat surface?",C,The force of gravity acting on the car increases.,The force of gravity acting on the car decreases.,The forces influencing the car are not balanced.,The forces influencing the car are balanced.,train
891,891,NCEOGA_2013_8_44,Which is a problem with using wind turbines to produce energy?,A,Wind turbines are efficient only in certain areas.,Wind turbines occupy a small area of land.,Wind turbines produce a large amount of energy.,Wind turbines create a large amount of pollution.,train
892,892,CSZ_2008_5_CSZ10022,Which of the following factors would most likely cause a hurricane to decrease in strength?,C,staying over a warm body of water for a long time.,increasing the number of large clouds.,moving over a continent.,moving toward tropical waters.,train
893,893,Mercury_7161210,The classification of some organisms has changed. Which new process is used to reclassify organisms?,B,Organisms are now given Latin-based scientific names.,Structures are now examined at the molecular level.,Organisms are now divided into three kingdoms.,Structures are now used to classify organisms.,train
894,894,LEAP_2001_4_10241,Which of these is a nonliving thing?,D,a mushroom,a tree,a worm,a river,train
895,895,MCAS_2007_8_5166,The ocean water near the equator absorbs more heat throughout the year than ocean water near the North Pole. Which of the following best explains this difference?,C,The equator is closer to the Sun.,The equator has higher sea levels.,The equator receives more direct sunlight.,The equator rotates more quickly on Earth's axis.,train
896,896,Mercury_7188720,"As a result of rain forest deforestation, some organisms lose their habitats. Which is also an effect of rain forest deforestation?",B,a decrease in the rate of soil erosion,a decrease in the fertility of the topsoil,an increase in the production of plants used for medicines,an increase in the amount of oxygen produced in the atmosphere,train
897,897,Mercury_7221253,The alkaline earth metal elements are in the same family in the periodic table because they all have,B,one valence electron.,two valence electrons.,seven valence electrons.,eight valence electrons.,train
898,898,Mercury_178763,A pan of soup is being heated on an electric stove. A metal spoon is used to occasionally stir the soup. Which of the following is an example of heat being transferred by convection?,B,heating the pan,heating the soup,heating the spoon,heating the stove burner,train
899,899,Mercury_7218733,"In the water cycle, water moving from oceans to clouds involves which change in the water?",B,It changes from a solid to a gas.,It turns from saltwater to freshwater.,Its crystal size becomes smaller.,Its chemical energy increases.,train
900,900,NAEP_2005_8_S14+9,All of the following are examples of erosion EXCEPT:,D,The wind in the desert blows sand against a rock.,A glacier picks up boulders as it moves.,"A flood washes over a riverbank, and the water carries small soil particles downstream.",An icy winter causes the pavement in a road to crack.,train
901,901,Mercury_7084648,The average rainfall in Nevada is about 7 inches per year. The most likely reason for the low amount of rainfall is the,C,high elevations of deserts.,location north of the equator.,lack of moisture in the air.,great distance from the ocean.,train
902,902,Mercury_7015645,What is the first step of the process in the formation of sedimentary rocks?,A,erosion,deposition,compaction,cementation,train
903,903,MEAP_2005_8_40,Which of the following is NOT a description of compounds?,A,They can exist in the form of atoms or molecules.,They consist of atoms of two or more elements bonded together.,They have properties that are different from their component elements.,They can be broken down into elements by chemical means but not physical means.,train
904,904,Mercury_SC_401304,Which event takes the most time to produce measurable changes?,C,flooding,earthquake,soil erosion,volcanic eruption,train
905,905,Mercury_7221673,A student is given a liquid compound in a beaker. Which of the following is the best way to describe this liquid compound?,D,"definite shape, indefinite volume","indefinite shape, indefinite volume","definite shape, definite volume","indefinite shape, definite volume",train
906,906,Mercury_416635,Sam was listing the differences between a euglena and a paramecium. Which characteristic should not be on Sam's list?,B,only the euglena can respond to light,only the euglena have a definite shape,only the euglena use a flagellum to move,only the euglena can make their own food,train
907,907,Mercury_7090685,A country that has limited resources would most likely focus on the development of technology that includes,A,water treatment.,space exploration.,robotic automation.,satellite communications.,train
908,908,Mercury_7188930,The heart is the major organ of the circulatory system. Which part of the body is responsible for delivering de-oxygenated blood to the heart?,D,arteries,capillaries,valves,veins,train
