id,actual_answer,split,question,choice_A,choice_B,choice_C,choice_D
Mercury_410026,D,test,در استرالیا، دماهای میانه‌ی روز می‌تواند به بیش از ۱۱۰ درجه فارنهایت (۴۳ درجه سانتی‌گراد) برسد. برای خنک نگه‌داشتن بدن خود، کانگروها بازوهای خود را لیس می‌زنند و آن‌ها را با یک لایه ضخیم از بزاق می‌پوشانند. هنگامی که بزاق تبخیر می‌شود، به عنوان یک مکانیزم خنک کننده عمل می‌کند و دمای بدن کانگرو را کاهش می‌دهد. کدام اصطلاح بهترین توصیف‌کننده‌ی این فعالیت است؟,انتخاب طبیعی,مکانیزم دفاعی,سازگاری ساختاری,سازگاری رفتاری
ACTAAP_2011_5_1,B,test,برای یک پروژه نمایشگاه علوم، جردن داده‌هایی را جمع‌آوری می‌کند که کدام نوع حشرات در مناطق مختلف محله زندگی می‌کنند. او حشرات را جمع‌آوری کرده و از یک راهنمای میدانی برای شناسایی آن‌ها استفاده می‌کند. جردن باید برای هر حشره‌ای که جمع‌آوری کرده چه اطلاعاتی را در دفترچه‌اش ثبت کند؟,اندازه حشره و تعداد پاها,نام حشره و مکان یافتن آن,وزن حشره و زمانی که جمع‌آوری شده,رنگ حشره و تعداد قطعات بدن
Mercury_417138,B,test,زیستگاه‌های مصب (استواری) اکوسیستم‌های پویایی هستند که در آن‌ها آب شور و آب شیرین مخلوط می‌شوند. معمولاً این اتفاق هنگامی رخ می‌دهد که آب شیرین از یک رودخانه به سمت اقیانوس جریان دارد. در کدام یک از شرایط زیر انتظار می‌رود که غلظت نمک در آب مصب در نزدیکی دهانه رودخانه کمترین مقدار باشد؟,وقتی جریان رودخانه کم و جزر و مد کم باشد,وقتی جریان رودخانه زیاد و جزر و مد کم باشد,وقتی جریان رودخانه کم و جزر و مد زیاد باشد,وقتی جریان رودخانه زیاد و جزر و مد زیاد باشد
Mercury_7138915,D,test,پرندگان غیرتهاجمی به نام مارتین‌های بنفش هر بهار برای تخم‌گذاری لانه‌سازی می‌کنند. ستارگان، پرندگان تهاجمی هستند که تخم‌ها و جوجه‌های مارتین بنفش را می‌خورند. تأثیر احتمالی بر هر دو جمعیت پس از حمله ستارگان چه خواهد بود؟,مارتین‌های بنفش افزایش خواهند یافت و ستارگان کاهش خواهند یافت.,مارتین‌های بنفش افزایش خواهند یافت و ستارگان نیز افزایش خواهند یافت.,مارتین‌های بنفش کاهش خواهند یافت و ستارگان نیز کاهش خواهند یافت.,مارتین‌های بنفش کاهش خواهند یافت و ستارگان افزایش خواهند یافت.
NYSEDREGENTS_2008_4_11,C,test,کدام ویژگی یک کش لاستیکی هنگام کشیده شدن ثابت می‌ماند؟,شکل,طول,جرم,عرض
Mercury_404435,D,test,کدام یک ترکیب است؟,نیتروژن (N₂),نئون (Ne),ازن (O₃),آمونیاک (NH₃)
MDSA_2009_5_25,B,test,جوش شیرین مخلوط شده با سرکه دی اکسید کربن و آب تولید می‌کند. بهترین راه برای اثبات اینکه هیچ جرمی در طول این واکنش از بین نرفته است، چیست؟,از توده‌های برابر جوش شیرین و سرکه استفاده کنید,توده‌های همه مواد را قبل و بعد از واکنش تعیین کنید,توده دی اکسید کربن و آب تولید شده را تعیین کنید,توده سرکه و آب را مقایسه کنید تا مطمئن شوید که برابر هستند
OHAT_2007_8_12,C,test,زغال‌سنگ معمولاً در زیر زمین یافت می‌شود، فشرده در لایه‌ای بین انواع دیگر سنگ‌ها. زغال‌سنگ به چه فرآیند سنگ‌سازی تولید می‌شود؟,A) کریستالیزاسیون از سنگ ذوب شده,B) تشکیل رسوبات از فرسایش,C) رسوب‌گذاری و دفن مواد گیاهی مرده,D) فوران خاک آتش‌فشان و سپس نشستن در یک لایه
Mercury_LBS10302,C,test,"سال نوری واحد اندازه‌گیری مسافتی است که نور در یک سال می‌تواند طی کند. نور یک ستاره که ۱۲۵,۰۰۰ سال نوری با ما فاصله دارد، چه مدت برای رسیدن به زمین در حال حرکت بوده است؟",۱۲.۵ سال,۱۲۵ سال,"۱۲۵,۰۰۰ سال","۱۲۵,۰۰۰,۰۰۰ سال"
Mercury_7027248,B,test,کدام یک از این زمینه‌های تحقیقاتی در قرن بیستم با استفاده از میکروسکوپ بیشترین پیشرفت را داشته است؟,پرواز فضایی,تغییر ژنتیکی,انرژی جایگزین,پیش‌بینی طوفان‌های گردبادی
Mercury_SC_401360,A,test,نقطه انجماد آب چیست؟,خاصیت فیزیکی.,خاصیت شیمیایی.,تغییر شیمیایی.,تغییر فیزیکی.
ACTAAP_2013_5_17,A,test,کدام یک نمونه‌ای از تغییر فیزیکی است؟,شکستن یک جسم به تکه‌های کوچکتر با استفاده از چکش,اجازه دادن به زنجیر آهنی که در آب نمک بماند تا زنگ بزند,گرم کردن یک ماده قهوه‌ای تا به پودری خاکستری تغییر پیدا کند,واکنش سرکه و جوش شیرین برای تولید فوم سفید و گاز
Mercury_407125,C,test,کدامیک از این تغییرات فیزیکی در یک باغ اتفاق می‌افتد؟,حشرات برگ‌های یک گیاه را برای غذا می‌خورند.,گل‌ها پس از باران تابستانی رشد می‌کنند.,کرم‌های خاکی در حین حرکت در خاک آن را شل می‌کنند.,برگ‌ها نور خورشید را به قند از طریق فتوسنتز تبدیل می‌کنند.
Mercury_404820,D,test,یک اتم کروم دارای ۲۴ پروتون، ۲۸ نوترون و ۲۴ الکترون است. چند ذره زیراتمی در هسته یک اتم کروم وجود دارد؟,۲۴,۲۸,۴۸,۵۲
Mercury_SC_416168,B,test,بهترین توصیف از پوست چیست؟,سخت,انعطاف‌پذیر,شکننده,سخت
TIMSS_1995_8_K18,A,test,عملکرد اصلی کلروپلاست‌ها در سلول گیاهی چیست؟,برای جذب انرژی نور و تولید غذا,برای حذف مواد زائد به وسیله حمل و نقل فعال,برای تولید انرژی شیمیایی از غذا,برای کنترل شکل سلول
Mercury_SC_405130,A,test,یک کلاس علوم به دو گروه تقسیم شده است. گروه اول موسیقی بلندی را در اتاقی که روی سقف، دیوارها و زمین فرش ضخیمی وجود دارد، پخش می‌کند. گروه دوم در خارج از اتاق است اما موسیقی را نمی‌شنود زیرا صدا,توسط فرش جذب شده است.,توسط فرش شکست یافته است.,توسط فرش بازتابیده است.,توسط فرش تقویت شده است.
Mercury_SC_408631,C,test,بسیاری از باکتری‌ها در دمای اتاق حدود ۲۰ درجه سانتیگراد به سرعت رشد می‌کنند. دمای داخل یخچال معمولاً در حدود ۴ درجه سانتیگراد نگه داشته می‌شود. کدام یک از جملات به بهترین وجه توضیح می‌دهد که چگونه استفاده از یخچال به جامعه کمک کرده است؟,این یخچال‌ها در تابستان آشپزخانه‌ها را خنک‌تر نگه می‌دارند.,این یخچال‌ها فضای بیشتری برای ذخیره سازی غذا فراهم می‌کنند.,این یخچال‌ها غذا را برای مدت زمان طولانی‌تری ایمن‌تر برای خوردن می‌کنند.,این یخچال‌ها استفاده از برق در آشپزخانه را ایمن‌تر می‌کنند.
Mercury_SC_408763,C,test,برخی از گیاهان در ناحیه‌ای رشد می‌کنند که تعداد زیادی حیوان برگ‌خوار وجود دارد. کدام ویژگی می‌تواند به بهترین نحو به گیاهان کمک کند تا در اطراف این حیوانات به بقای خود ادامه دهند؟,میوه‌های بزرگ,ساقه‌های بلند,خارهای تیز,گل‌های رنگارنگ
MCAS_8_2015_18,A,test,کدام یک از ترکیب‌های زیر مخلوط است و نه ترکیب شیمایی؟,اکسیژن و نیتروژن در هوا,سدیم و کلر در نمک,هیدروژن و اکسیژن در آب,نیتروژن و هیدروژن در آمونیوم
Mercury_411729,B,test,اتم کدام عنصر یک پروتون بیشتر از یک اتم کلر (Cl) دارد؟,گوگرد (S),آرگون (Ar),فلوئور (F),برم (Br)
MDSA_2012_8_6,C,test,سوال: یک شرکت داروسازی داده‌های تجربی منتشر کرده است که نشان می‌دهد یک داروی جدید سطح کلسترول را در افرادی که در این مطالعه شرکت کرده‌اند بهبود بخشیده است. کدام یک از این حرفه‌ها احتمالاً در توسعه این دارو کمک نکرده است؟,الف) یک شیمی‌دان,ب) یک زیست‌شناس,ج) یک زمین‌شناس,د) یک پزشک
