id,question_stem,choice_A,choice_B,choice_C,choice_D,answerKey,fact1,humanScore,clarity,turkIdAnonymized,source
385,Prey are eaten by,an animal herded by sheep dogs,the animal with a starring role in Bambi,animals known for their memory,the fastest mammal with four legs,D,predators eat prey,1.0,2.0,a8ecf6eaeb,test
1301,A dog is warm-blooded just like,a snake,a cardinal,a spider,a scorpion,B,a bird is warm-blooded,0.800000011920929,1.600000023841858,a8ecf6eaeb,test
9-893,A flashlight will need this in order to radiate photons:,radiation,acoustic energy,vibrations,electron flow,D,a flashlight requires a source of electricity to produce light,1.0,2.0,97e7d66d68,test
9-369,to find out how fast you are going you first need to know,where you're going,distance traveled,distance to travel,home location,B,calculating speed requires knowing distance travelled,1.0,1.600000023841858,dc78319bb0,test
9-1026,"A small lamb, two days old, is walking with its mother. The mother feels ill, so refuses food, which dries up her milk production. The lack of lactation causes the lamb to",weaken,strengthen,coexist,thrive,A,the decrease of something required by an organism has a negative impact on that organism 's survival,1.0,2.0,b356d338b7,test
7-424,"When trying to find fresh clams for dinner, a hungry person would don",a dinner jacket,a diving suit,a warm coat,a dress suit,B,clams live at the bottom of the ocean,1.0,2.0,b356d338b7,test
9-259,How do polar bears survive the cold?,B and D,Double Fur Coats,Cold blooded,Compact ears,A,polar bears live in cold environments,1.0,1.2000000476837158,651694b83b,test
9-783,A solid is likely to form in extreme,floods,wind,chill,rain,C,freezing causes a solid to form,1.0,2.0,7189327f06,test
1088,What are the feet of Dendrocygna autumnalis designed for?,catching prey,aquatic speed,flying,walking,B,webbed feet are used for moving faster through water by aquatic animals,1.0,1.2000000476837158,64d9056837,test
1387,What is an example of fire giving off light?,an oven is preheated and the pilot light is lit,a match is lit to light a cigarette,a lit candle in a window signalling to someone,a fire that was put out to send smoke signals,C,fire gives off light,1.0,0.6000000238418579,b356d338b7,test
7-1062,The respiratory system works by,directing oxygen from lungs to other organs,pushing air through lungs,moving air in a room,making air quality better,A,the respiratory system transfers oxygen to the circulatory system,0.800000011920929,1.7999999523162842,b356d338b7,test
676,Animals have more fat,in the ocean,in human homes,in landfills,in polar areas,D,an animal can survive in an environment with little food by storing fat,0.800000011920929,1.399999976158142,7189327f06,test
1998,A stick bug uses what to protect itself from predators?,poison,its appearance,speed,hearing,B,camouflage is a kind of protection against predators,1.0,2.0,7189327f06,test
1698,Corn is sometimes used to make,a simple alcohol,water,glass,milk,A,ethanol sometimes is made of corn,1.0,2.0,78e0a411ed,test
490,The inside of the Thanksgiving turkey is white instead of pink because of,heat energy,light energy,color energy,color transfusion,A,cooking food requires adding heat energy,1.0,1.600000023841858,7189327f06,test
844,Little puppies are a result of:,reproduction ?,pet store sale,a begging child,evolution,A,reproduction produces offspring,1.0,2.0,a9f90f5da1,test
1795,What would a Jersey most likely be fed?,hamburger,moles,alfalfa,cow,C,cows only eat plants,1.0,1.2000000476837158,64d9056837,test
1508,Which of these energy sources generates the least amount of pollution?,coal,windmill,lithium batteries,gasoline,B,a windmill converts wind energy into electricity,1.0,2.0,9d751854d9,test
9-289,Grass snakes live in what?,trees,mountains,lakes,turf,D,grass snakes live in grass,0.800000011920929,2.0,1e6dc77bb6,test
9-668,Cephalopod ink is by octopuses to,mate,feed,hide,play,C,ink is used for hiding from predators by octopuses,1.0,1.7999999523162842,3936d56dda,test
7-364,Tapping a drumstick to a drum will,reverberate when touched together,vibrate when next to each other,shake around when near,put each other down,A,tapping two objects together causes the particles in those objects to vibrate,1.0,1.600000023841858,b356d338b7,test
1271,Snow is more likely to fall two months before,June,March,September,December,B,snow falls during the winter in some environments,1.0,1.600000023841858,7189327f06,test
9-1117,If I want to avoid being dinner for some type of frog what should I reincarnate as?,Scorpion,House Fly,Cricket,Moth,A,a frog eats insects,1.0,2.0,97e7d66d68,test
35,Dead plants are easier to find in,January,July,May,September,A,usually plants die or become dormant during the winter,0.800000011920929,1.2000000476837158,7189327f06,test
1660,The harder a child pushes a toy car,decreases the distance it will travel,the further it will roll across the floor,the quicker the child will want to play with another toy,determines how long the child with play with it,B,"as force exerted on an object increases , distance travelled will increase",1.0,2.0,a8ecf6eaeb,test
7-710,Fossil fuels,come from old age,come from expired life,take two years to create,are created in a year,B,fossil fuels are formed by dead organisms over time,1.0,2.0,b356d338b7,test
8-52,"A star, burning far, far away, has enormous pressure and temperature. This allows for",a room to have overhead lights,night on Earth to be dimly lit,plastic stars to decorate a ceiling,a person to be the star of a show,B,a star is a source of light through nuclear reactions,1.0,1.600000023841858,b356d338b7,test
9-1167,Erosion is caused by different kinds of,soil,fish,rocks,weather,D,wind and rain cause erosion,1.0,1.600000023841858,7189327f06,test
8-43,Respiration is a,happens for some species,happens for only land dwelling mammals,occurs for only sea creatures,commonality among all animals,D,all animals breathe,0.800000011920929,2.0,a8ecf6eaeb,test
9-57,"In order for your computer to operate, it must have an electrical path that is what?",magical,closed,broken,open,B,a closed circuit has continuous path,1.0,2.0,0317ce7c33,test
1411,Polar bears live in,frosty environments,tepid environments,warm environments,tropical environments,A,polar bears live in cold environments,1.0,2.0,a8ecf6eaeb,test
9-206,What would be more likely to attract a magnet?,a plastic zipper,flowing water,a car engine,A wooden desk,C,iron is always magnetic,0.800000011920929,1.600000023841858,3f32b550f3,test
7-740,What constitutes a frog's diet?,it eats all plants,it will eat dogs,it only eats burgers,it chomps on insects,D,a frog eats insects,1.0,2.0,cf7109905e,test
1774,What is an example of the digestive system digesting food for the body?,a man eating nachos then getting food poisoning,a baby drinking formula then needing a diaper change,a cat eating food then throwing it up,a horse licking a salt lick,B,the digestive system digests food for the body,1.0,1.2000000476837158,b356d338b7,test
7-93,The body is negatively impacted by,white blood cells,vitamins,rotavirus,nasal decongestants,C,illness has a negative impact on an organism 's health,1.0,1.7999999523162842,a8ecf6eaeb,test
8-97,"Someone wants their electromagnets to work, but is having difficulty powering them. In order to make them work, they need to",run wire through currants,run a continuous current,run around the wire,currently run wire through,B,electromagnets can be powered by electricity,1.0,2.0,b356d338b7,test
9-813,"if a place has experienced flooding, what could be responsible?",all of these,there has been excess condensed water vapor,the water lacks oxygen,the local deities are angry,B,heavy rains cause flooding,1.0,2.0,cf7109905e,test
9-686,What is an example of reproduction?,farming,egg depositing,flying,walking,B,An example of reproduction is laying eggs,0.800000011920929,2.0,1e6dc77bb6,test
9-799,A place that is snowy has a large amount of,wind,storms,frozen water,rain,C,snowy means a large amount of snow,1.0,1.600000023841858,7189327f06,test
1179,An ideal abode for crickets is,a small potted plant in a house,a green and lush tree and plant packed area,a briny and warm body of water,a area surrounded by spider webs,B,some crickets live in forests,1.0,2.0,a8ecf6eaeb,test
1954,Carbon steel is always what?,attractive to various objects that contain iron,pleasant with a magnetic personality,made up of iron and pieces of magnets,hard as a magnetizing rod,A,carbon steel is always magnetic,0.800000011920929,1.7999999523162842,b356d338b7,test
8-403,"if a bat delivers a live offspring, what does this tell us?",it is a mammal,calling it a bird is wrong,all of these,it is capable of reproducing,C,a bat births live young,0.800000011920929,1.399999976158142,cf7109905e,test
9-576,"If you find something smooth and hard on the ground, it is probably made of what?",minerals,mist,clouds,water,A,rock is made of minerals,1.0,1.600000023841858,0317ce7c33,test
9-866,as you get closer to something it begins to,shrinks down to nothing,grow in size visually,show a large shadow,rotate in a clockwise direction,B,"as distance from an object decreases , that object will appear larger",1.0,2.0,dc78319bb0,test
7-208,After a storm,ponds may dry out,flowers will wilt and wither,creek beds may be spilling over,drinking water will be in short supply,C,storms cause bodies of water to increase amount of water they contain,1.0,2.0,a8ecf6eaeb,test
9-771,What could I use as biofuel,Gold,Car,Diamonds,Pine Needles,D,plants are a source of biofuel,1.0,2.0,cee82219a0,test
998,Which animal is hiding from a predator?,a tadpole losing its tail as it grows,an angler fish using its Esca to lure another fish,an octopus mimicking the color and texture of a rocky outcrop,a great white shark breaching the water's surface,C,camouflage is used for hiding by animals from predators,1.0,2.0,6dc1e4d0a3,test
433,Which best demonstrates the concept of force causing an increase in speed?,skating on a rough surface,a full bag swung in circles,a computer powering on,a baker stirring batter,B,force causes the speed of an object to increase,1.0,1.7999999523162842,a9f90f5da1,test
